Category,Message,tokenize,proc_message
ham,don know i didt msg him recently,"['know', 'didt', 'msg', 'recent']",know didt msg recent
ham,take us out shopping and mark will distract isaiahd,"['take', 'us', 'shop', 'mark', 'distract', 'isaiahd']",take us shop mark distract isaiahd
ham,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,"['mum', 'hope', 'great', 'day', 'hope', 'text', 'meet', 'well', 'full', 'life', 'great', 'day', 'abiola']",mum hope great day hope text meet well full life great day abiola
ham,there is no sense in my foot and penis,"['sens', 'foot', 'peni']",sens foot peni
ham,okay but i thought you were the expert,"['okay', 'thought', 'expert']",okay thought expert
ham,deep sigh  i miss you   i am really surprised you havent gone to the net cafe yet to get to me  dont you miss me,"['deep', 'sigh', 'miss', 'realli', 'surpris', 'havent', 'gone', 'net', 'cafe', 'yet', 'get', 'dont', 'miss']",deep sigh miss realli surpris havent gone net cafe yet get dont miss
ham,ssi thinl role is like sachinjust standing others have to hit,"['ssi', 'thinl', 'role', 'like', 'sachinjust', 'stand', 'other', 'hit']",ssi thinl role like sachinjust stand other hit
ham,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,"['great', 'trip', 'india', 'bring', 'light', 'everyon', 'project', 'everyon', 'lucki', 'see', 'smile', 'bye', 'abiola']",great trip india bring light everyon project everyon lucki see smile bye abiola
ham,and very importantly all we discuss is between u and i only,"['importantli', 'discuss', 'u']",importantli discuss u
ham,kkhow about your training process,"['kkhow', 'train', 'process']",kkhow train process
ham,ok lor i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat,"['ok', 'lor', 'ned', '2', 'go', 'toa', 'payoh', '4', '2', 'return', 'smth', 'u', 'wan', '2', 'send', 'wat']",ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat
ham,in da car park,"['da', 'car', 'park']",da car park
ham,i wish that i was with you holding you tightly making you see how important you are how much you mean to me  how much i need you  in my life ,"['wish', 'hold', 'tightli', 'make', 'see', 'import', 'much', 'mean', 'much', 'need', 'life']",wish hold tightli make see import much mean much need life
ham,so i asked hows anthony dad and your bf,"['ask', 'how', 'anthoni', 'dad', 'bf']",ask how anthoni dad bf
ham,wnevr i wana fal in luv vth my books my bed fals in luv vth me  yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,"['wnevr', 'wana', 'fal', 'luv', 'vth', 'book', 'bed', 'fal', 'luv', 'vth', 'yen', 'madodu', 'nav', 'pretsorginta', 'nammanna', 'pretsovru', 'import', 'alwa', 'gud', 'eveb']",wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb
ham,am going to take bath ill place the key in window,"['go', 'take', 'bath', 'ill', 'place', 'key', 'window']",go take bath ill place key window
spam,lord of the ringsreturn of the king in store nowreply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop to end txts,"['lord', 'ringsreturn', 'king', 'store', 'nowrepli', 'lotr', '2', 'june', '4', 'chanc', '2', 'win', 'lotr', 'soundtrack', 'cd', 'stdtxtrate', 'repli', 'stop', 'end', 'txt']",lord ringsreturn king store nowrepli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt
ham,dear take care i am just reaching homelove u a lot,"['dear', 'take', 'care', 'reach', 'homelov', 'u', 'lot']",dear take care reach homelov u lot
ham,staffsciencenusedusgphyhcmkteachingpc1323,['staffsciencenusedusgphyhcmkteachingpc1323'],staffsciencenusedusgphyhcmkteachingpc1323
ham,have you emigrated or something ok maybe 530 was a bit hopeful,"['emigr', 'someth', 'ok', 'mayb', '530', 'bit', 'hope']",emigr someth ok mayb 530 bit hope
ham,olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement hopefully they dont ignore that,"['olol', 'print', 'forum', 'post', 'guy', 'exact', 'prob', 'fix', 'gpu', 'replac', 'hope', 'dont', 'ignor']",olol print forum post guy exact prob fix gpu replac hope dont ignor
ham,we walked from my moms right on stagwood pass right on winterstone left on victors hill address is ltgt,"['walk', 'mom', 'right', 'stagwood', 'pass', 'right', 'winterston', 'left', 'victor', 'hill', 'address', 'ltgt']",walk mom right stagwood pass right winterston left victor hill address ltgt
ham,yo you at jp and hungry like a mofo,"['yo', 'jp', 'hungri', 'like', 'mofo']",yo jp hungri like mofo
ham,this is all just creepy and crazy to me,"['creepi', 'crazi']",creepi crazi
ham,ok i din get ur msg,"['ok', 'din', 'get', 'ur', 'msg']",ok din get ur msg
ham,pathaya enketa maraikara pa,"['pathaya', 'enketa', 'maraikara', 'pa']",pathaya enketa maraikara pa
ham,even if he my friend he is a priest call him now,"['even', 'friend', 'priest', 'call']",even friend priest call
ham,u so lousy run already come back then half dead hee,"['u', 'lousi', 'run', 'alreadi', 'come', 'back', 'half', 'dead', 'hee']",u lousi run alreadi come back half dead hee
ham,thats y i said its bad dat all e gals know u wat u doing now,"['that', 'said', 'bad', 'dat', 'e', 'gal', 'know', 'u', 'wat', 'u']",that said bad dat e gal know u wat u
ham,or remind me in a few hrs,"['remind', 'hr']",remind hr
ham,i had been hoping i would not have to send you this message my rent is due and i dont have enough for it my reserves are completely gone its a loan i need and was hoping you could her the balance is  ltgt  is there a way i could get that from you till mid march when i hope to pay back,"['hope', 'would', 'send', 'messag', 'rent', 'due', 'dont', 'enough', 'reserv', 'complet', 'gone', 'loan', 'need', 'hope', 'could', 'balanc', 'ltgt', 'way', 'could', 'get', 'till', 'mid', 'march', 'hope', 'pay', 'back']",hope would send messag rent due dont enough reserv complet gone loan need hope could balanc ltgt way could get till mid march hope pay back
ham,hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks,"['hi', 'happi', 'new', 'year', 'dont', 'mean', 'intrud', 'pl', 'let', 'know', 'much', 'tuition', 'paid', 'last', 'semest', 'much', 'semest', 'thank']",hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank
ham,hello hun how ru its here by the way im good been on 2 dates with that guy i met in walkabout so far we have to meet up soon hows everyone else,"['hello', 'hun', 'ru', 'way', 'im', 'good', '2', 'date', 'guy', 'met', 'walkabout', 'far', 'meet', 'soon', 'how', 'everyon', 'els']",hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els
ham,lol i was gonna last month i cashed some in but i left ltgt just in case i was collecting more during the week cause they announced it on the blog,"['lol', 'gon', 'na', 'last', 'month', 'cash', 'left', 'ltgt', 'case', 'collect', 'week', 'caus', 'announc', 'blog']",lol gon na last month cash left ltgt case collect week caus announc blog
spam,good luck draw takes place 28th feb 06 good luck for removal send stop to 87239 customer services 08708034412,"['good', 'luck', 'draw', 'take', 'place', '28th', 'feb', '06', 'good', 'luck', 'remov', 'send', 'stop', '87239', 'custom', 'servic', '08708034412']",good luck draw take place 28th feb 06 good luck remov send stop 87239 custom servic 08708034412
ham,short but cute   be a good person  but dont try to prove  gud mrng,"['short', 'cute', 'good', 'person', 'dont', 'tri', 'prove', 'gud', 'mrng']",short cute good person dont tri prove gud mrng
ham,just havent decided where yet eh ,"['havent', 'decid', 'yet', 'eh']",havent decid yet eh
ham,wat time liao where still got,"['wat', 'time', 'liao', 'still', 'got']",wat time liao still got
ham,yes watching footie but worried were going to blow it  phil neville,"['ye', 'watch', 'footi', 'worri', 'go', 'blow', 'phil', 'nevil']",ye watch footi worri go blow phil nevil
ham,i wait 4 ü inside da car park,"['wait', '4', 'ü', 'insid', 'da', 'car', 'park']",wait 4 ü insid da car park
ham,uncle abbey happy new year abiola,"['uncl', 'abbey', 'happi', 'new', 'year', 'abiola']",uncl abbey happi new year abiola
ham,now am free call me pa,"['free', 'call', 'pa']",free call pa
ham,r u saying i should re order the slippers cos i had to pay for returning it,"['r', 'u', 'say', 'order', 'slipper', 'co', 'pay', 'return']",r u say order slipper co pay return
ham,stop knowing me so well,"['stop', 'know', 'well']",stop know well
ham,good evening this is roger how are you,"['good', 'even', 'roger']",good even roger
ham,small problem in auctionpunj now asking tiwary,"['small', 'problem', 'auctionpunj', 'ask', 'tiwari']",small problem auctionpunj ask tiwari
ham,he telling not to tell any one if so treat for me hi hi hi,"['tell', 'tell', 'one', 'treat', 'hi', 'hi', 'hi']",tell tell one treat hi hi hi
spam,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia150p poly200p 16,"['1st', 'wk', 'free', 'gr8', 'tone', 'str8', '2', 'u', 'wk', 'txt', 'nokia', '8007', 'classic', 'nokia', 'tone', 'hit', '8007', 'poli', 'nokia150p', 'poly200p', '16']",1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli nokia150p poly200p 16
ham,u coming 2 pick me,"['u', 'come', '2', 'pick']",u come 2 pick
ham,thats cool i liked your photos you are very sexy,"['that', 'cool', 'like', 'photo', 'sexi']",that cool like photo sexi
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again that needs to b sacked,"['would', 'u', 'fuckin', 'believ', 'didnt', 'know', 'thur', 'pre', 'book', 'cancel', 'need', 'b', 'sack']",would u fuckin believ didnt know thur pre book cancel need b sack
ham,haha better late than ever any way i could swing by,"['haha', 'better', 'late', 'ever', 'way', 'could', 'swing']",haha better late ever way could swing
ham,ok but i finish at 6,"['ok', 'finish', '6']",ok finish 6
spam,lookatme thanks for your purchase of a video clip from lookatme youve been charged 35p think you can do better why not send a video in a mmsto 32323,"['lookatm', 'thank', 'purchas', 'video', 'clip', 'lookatm', 'youv', 'charg', '35p', 'think', 'better', 'send', 'video', 'mmsto', '32323']",lookatm thank purchas video clip lookatm youv charg 35p think better send video mmsto 32323
ham,ive been barred from all b and q stores for lifethis twat in orange dungerees came up to me and asked if i wanted decking so i got the first punch in,"['ive', 'bar', 'b', 'q', 'store', 'lifethi', 'twat', 'orang', 'dungere', 'came', 'ask', 'want', 'deck', 'got', 'first', 'punch']",ive bar b q store lifethi twat orang dungere came ask want deck got first punch
ham,so no messages had food,"['messag', 'food']",messag food
ham,ok going to sleep hope i can meet her,"['ok', 'go', 'sleep', 'hope', 'meet']",ok go sleep hope meet
ham,can you let me know details of fri when u find out cos im not in tom or fri mentionned chinese thanks,"['let', 'know', 'detail', 'fri', 'u', 'find', 'co', 'im', 'tom', 'fri', 'mention', 'chines', 'thank']",let know detail fri u find co im tom fri mention chines thank
ham,youre right i have now that i think about it,"['your', 'right', 'think']",your right think
ham,wat r u doing now,"['wat', 'r', 'u']",wat r u
ham,is ur lecture over,"['ur', 'lectur']",ur lectur
spam,sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs 150p inc vat 2 cancel text stop,"['sexi', 'sexi', 'cum', 'text', 'im', 'wet', 'warm', 'readi', 'porn', 'u', 'fun', 'msg', 'free', 'recd', 'msg', '150p', 'inc', 'vat', '2', 'cancel', 'text', 'stop']",sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop
ham,customer place i will call you,"['custom', 'place', 'call']",custom place call
ham,not planned yet going to join company on jan 5 onlydon know what will happen after that,"['plan', 'yet', 'go', 'join', 'compani', 'jan', '5', 'onlydon', 'know', 'happen']",plan yet go join compani jan 5 onlydon know happen
ham,boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl i love u kano,"['boy', 'love', 'u', 'grl', 'hogolo', 'boy', 'gold', 'chain', 'kodstini', 'grl', 'agalla', 'boy', 'necklac', 'madstini', 'grl', 'agalla', 'boy', 'hogli', '1', 'mutai', 'eerulli', 'kodthini', 'grl', 'love', 'u', 'kano']",boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano
ham,haha i heard that text me when youre around,"['haha', 'heard', 'text', 'your', 'around']",haha heard text your around
ham,ill get there tomorrow and send it to you,"['ill', 'get', 'tomorrow', 'send']",ill get tomorrow send
ham,shit babe thasa bit messed upyeh she shudvetold u did urgran knowneway illspeak 2 u2moro wen im not asleep,"['shit', 'babe', 'thasa', 'bit', 'mess', 'upyeh', 'shudvetold', 'u', 'urgran', 'knowneway', 'illspeak', '2', 'u2moro', 'wen', 'im', 'asleep']",shit babe thasa bit mess upyeh shudvetold u urgran knowneway illspeak 2 u2moro wen im asleep
ham,oh thats late well have a good night and i will give u a call tomorrow iam now going to go to sleep night night,"['oh', 'that', 'late', 'well', 'good', 'night', 'give', 'u', 'call', 'tomorrow', 'iam', 'go', 'go', 'sleep', 'night', 'night']",oh that late well good night give u call tomorrow iam go go sleep night night
ham,cheers u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin gr8fun j keep updat countinlots of loveme xxxxx,"['cheer', 'u', 'tex', 'mecaus', 'u', 'werebor', 'yeah', 'okden', 'hunni', 'r', 'uin', 'wk', 'satsound', 'likeyour', 'havin', 'gr8fun', 'j', 'keep', 'updat', 'countinlot', 'lovem', 'xxxxx']",cheer u tex mecaus u werebor yeah okden hunni r uin wk satsound likeyour havin gr8fun j keep updat countinlot lovem xxxxx
ham,sorry  in meeting ill call you later,"['sorri', 'meet', 'ill', 'call', 'later']",sorri meet ill call later
ham,yo howz u girls never rang after india l,"['yo', 'howz', 'u', 'girl', 'never', 'rang', 'india', 'l']",yo howz u girl never rang india l
ham,yeah but which is worse for i,"['yeah', 'wors']",yeah wors
ham,i tagged my friends that you seemed to count as your friends,"['tag', 'friend', 'seem', 'count', 'friend']",tag friend seem count friend
ham,long time you remember me today,"['long', 'time', 'rememb', 'today']",long time rememb today
ham,havent shopping now lor i juz arrive only,"['havent', 'shop', 'lor', 'juz', 'arriv']",havent shop lor juz arriv
